budget_id,user_id,income_id,needs_amount,wants_amount,investment_amount,income_amount,budget_limit,source,income_date
BGT08703,USR067,INC02304,2300000,1450000,1100000,4850000,3750000,investment_return,2024-07-08 10:57
BGT01268,USR002,INC09140,850000,550000,250000rb,,1400000,scholarship,2023-09-13 23:49
BGT04019,USR038,INC05974,700000,450000,350000,1550000,1150000,allowance,2023-10-06 07:03
BGT07766,USR063,INC09004,3050000,1550000,1050000,5650000,4700000,freelance,2023-11-20 11:54
BGT04865,USR036,INC04889,1350000,700000,350000,,2050000,part_time,2024-01-13 16:49
BGT04362,USR031,INC02246,2300000,1400000,650000,4350000,3700000,part_time,2023-01-26 14:23
BGT00008,USR017,INC08225,450000,250000,300000,1000000,700000,allowance,2023-10-12 04:43
BGT00097,USR029,INC01182,1650000,1150000,900000,3700000,2800000,FREELANCE,2023-01-09 05:51
BGT02342,USR004,INC07074,550000,300000,350000,1250000,850000,allowance,2023-05-11 17:46
BGT03649,USR016,INC06464,550000,350000,250000,1200000,900000,part_time,2023-12-20 15:04
BGT08820,USR075,INC06807,1800000,1350000,950000,4050000,3150000,bonus,2024-08-11 00:11
BGT03865,USR029,INC02282,1450000,1000000,650000rb,3100000,2450000,internship,2023-09-05 17:12
BGT07060,USR070,INC09798,3800000,2200000,1600000,7550000,6000000,freelance,2024-04-13 23:53
BGT09017,USR075,INC03797,3250000,1650000,1150000,6050000,4900000,bonus,2024-10-18 18:03
BGT04429,USR074,INC02087,4100000,2000000,1350000,7450000,6100000,freelance,
BGT07799,USR066,INC01047,3250000,1950000,700000,5900000,5200000,business,2023-03-17 01:11
BGT09420,USR050,INC08585,3650000,2200000,800000,6600000,5850000,freelance,2023-02-11 10:39
BGT02316,USR036,INC07848,1450000,850000,450000,2750000,2300000,part_time,2023-09-25 20:31
BGT02558,USR019,INC08206,700000,400000,200000,1300000,1100000,allowance,2024-10-28 11:22
BGT03753,USR022,INC03546,950000,600000,650000,2200000,1550000,part_time,2024-01-28 02:23
BGT05787,USR035,INC08597,2000000,1250000,450000,3700000,3250000,internship,2024-10-01 22:27
BGT07397,USR018,INC05019,550000,,150000,1050000,900000,scholarship,2023-12-22 12:03
BGT00905,USR027,INC06541,2050000,1250000,1150000,4450000,3300000,internship,2023-04-10 04:07
BGT02966,USR033,INC08023,1750000,1150000,600000,3500000,2900000,,2023-02-24 05:36
BGT06771,USR053,INC07652,4150000,,1450000,7650000,6200000,salary,2023-09-25 02:32
BGT05786,USR004,INC00868,550000,250000,200000rb,1000000,800000,allowance,2023-05-04 04:30
BGT03679,USR013,INC05605,950000,500000,550000,2000000,1450000,allowance,2023-05-22 19:42
BGT04956,USR039,INC07042,1000000,600000,500000,2100000,1600000,part_time,2023-05-12 05:59
BGT03279,USR037,INC08802,1100000,550000,400000,2100000,1650000,internship,2024-04-13 09:37
BGT08586,USR014,INC06852,1350000,900000,600000,2850000.00,2250000,part_time,2023-03-05 06:17
BGT01889,USR019,INC02635,1450000,850000,300000,2600000,2300000,part_time,2023-08-22 00:30
BGT02035,USR024,INC06529,2500000,1300000,700000,4500000,3800000,part_time,2023-12-30 07:20
BGT09878,USR036,INC05404,2000000,1150000,400000,3550000,3150000,freelance,2024-03-30 10:05
BGT08800,USR004,INC03852,950000,600000,400000,1950000,1550000,allowance,2024-01-06 14:35
BGT05163,USR006,INC08111,1250000,750000,,2250000,2000000,scholarship,2023-10-09 08:53
BGT02878,USR016,INC02782,1150000,850000,500000,2450000,2000000,part_time,2024-02-27 08:26
BGT03786,USR030,INC07797,1100000,650000,350000,2100000,1750000,freelance,2024-11-25 10:40
BGT04155,USR018,INC04983,500000,300000,200000,1050000.00,800000,part_time,2024-12-26 18:20
BGT06305,USR035,INC06467,1350000,750000,650000,2750000,2100000,allowance,2024-12-02 21:58
BGT08562,USR072,INC08982,5050000,2500000,1800000,9350000,7550000,investment_return,2024-01-16 18:57
BGT04069,USR038,INC02881,2000000,1200000,,4300000,3200000,part_time,2024-01-28 03:07
BGT04118,USR021,INC06868,950000,600000rb,450000,2000000,1550000,allowance,2023-04-20 01:02
BGT00496,USR072,INC02058,2500000,1400000,750000,4650000,3900000,business,2023-07-06 02:33
BGT00622,USR011,INC01776,900000,550000,450000,1850000,1800000,allowance,2024-07-07 02:02
BGT09516,USR051,INC09810,3500000,2250000,1250000,7000000,4500000,salary,2024-03-06 19:48
BGT00189,USR011,INC02460,900000,500000,250000,1650000,1400000,scholarship,2024-01-11 00:29
BGT04284,USR061,INC03519,2450000,1550000,1000000,5050000,4000000,freelance,2023-04-28 13:43
BGT03039,USR043,INC02950,1750000,900000,600000rb,3250000,2650000,bonus,2024-11-10 19:02
BGT08727,USR053,INC08402,2750000,1400000,850000,,4150000,bonus,2023-04-01 11:20
BGT02800,USR050,INC07407,3000000,2000000,1400000,6400000,5000000,salary,2023-08-03 20:25
BGT09529,USR009,INC08353,600000,300000,300000,,900000,scholarship,2023-07-10 20:49
BGT05410,USR063,INC02047,4500000,2650000,2000000,9200000,7150000,investment_return,2024-09-01 13:46
BGT07430,USR020,INC04149,750000,450000,400000,1600000,1200000,scholarship,2024-02-15 18:23
BGT08453,USR009,INC00651,1050000,600000,500000,2150000,1650000,scholarship,2024-01-09 02:43
BGT07658,USR040,INC07164,1650000,950000,500000,3100000,2600000,internship,
BGT06512,USR011,INC05353,900000,550000,,2000000,1450000,part_time,2023-05-25 12:01
BGT00615,USR034,INC00033,1550000,800000,650000,3000000,2350000,allowance,2024-08-18 05:58
BGT09978,USR009,INC00397,600000,450000,350000,1400000,1050000,part_time,2023-10-09 12:32
BGT05563,USR045,INC03173,3600000,2400000,1500000,7550000,6000000,freelance,2023-12-12 06:09
BGT04673,USR051,INC09150,3350000,1850000,1150000,6350000,5200000,freelance,2023-09-20 06:28
BGT09261,USR051,INC09680,2650000,1500000,1600000,5800000,4150000,business,2023/05/05 07:20
BGT05207,USR073,INC05740,5250000,2950000,,9550000,8200000,business,2024-03-11 18:03
BGT00920,USR048,INC03970,1800000,900000,600000,3250000,2700000,freelance,2023-10-06 05:30
BGT06387,USR025,INC09191,1250000,850000,650000,2800000,2100000,internship,2024-05-28 04:58
BGT05586,USR049,INC03809,3000000,2000000,1250000,6300000,4950000,bonus,2024-03-06 10:45
BGT01626,USR044,INC06244,1950000,950000,700000,,2900000,freelance,2023-01-26 15:46
BGT05161,USR035,INC06197,1450000,800000,500000,2750000,2250000,freelance,2023-11-14 05:59
BGT02982,USR038,INC05927,1950000,1400000,800000,4100000,3350000,freelance,2023-08-03 09:19
BGT03263,USR021,INC05545,1650000,850000,650000,3150000,2500000,internship,2024-06-21 05:45
BGT08342,USR074,INC06308,4100000rb,2800000,1300000,8200000,6900000,bonus,2024-06-21 17:15
BGT01327,USR030,INC04047,,-550000,350000,1850000,1550000,internship,2023-03-18 05:57
BGT08404,USR027,INC08746,1150000,650000,250000,2050000,1800000,allowance,2023-11-07 04:05
BGT03147,USR050,INC06864,-2050000,-1150000,450000,3650000,3200000,business,2024-12-01 17:19
BGT07594,USR028,INC05443,2100000,1200000,650000,3950000,3300000,allowance,2023-04-18 07:01
BGT06891,USR027,INC00690,2050000,1100000,600000,3750000,2950000,allowance,
BGT03434,USR071,INC00580,3750000,2450000,1950000,8100000,6200000,business,2024-10-12 13:25
BGT07806,USR035,INC02148,2200000,1350000,1300000,4900000,3550000,part_time,2023-12-07 23:43
BGT06011,USR042,INC07289,2250000,1200000rb,800000,4250000,3450000,freelance,2023-05-30 15:20
BGT09115,USR054,INC05388,2400000,1300000,650000,4400000,3700000,salary,
BGT00868,USR030,INC09085,1000000,700000,300000,2000000,1700000,,2024-05-07 17:52
BGT01065,USR004,INC05450,1150000,650000,550000,2350000,1800000,part_time,2024-05-24 01:39
BGT02689,USR075,INC09165,4100000,2700000,2500000,9350000,6800000,freelance,2024-06-04 18:24
BGT06085,USR001,INC04022,600000,400000,300000,1300000,1000000,part_time,2023-08-08 02:02
BGT04293,USR002,INC00876,1200000,700000,650000,2550000,1900000,scholarship,12/06/2023 09:20
BGT04285,USR038,INC02037,1950000,-1200000,750000,3900000,3150000,internship,2023-03-02 12:07
BGT05438,USR026,INC02721,700000,400000,450000,1550000,1100000,allowance,2024-02-16 01:19
BGT09628,USR053,INC07651,3800000,2450000rb,1650000,7950000,6250000,bonus,2023-10-31 15:30
BGT09453,USR024,INC05952,2100000,1100000,600000,3850000,3200000,freelance,2023-03-17 18:13
BGT00061,USR024,INC08215,2050000,1500000,,4400000,3550000,internship,2024-11-11 04:30
BGT06931,USR009,INC08910,1450000,850000,700000,3000000,2300000,part_time,2023-09-27 03:27
BGT09741,USR056,INC09364,2250000,1300000,650000,4200000,3550000,business,2023-11-21 12:31
BGT08260,USR029,INC05690,1950000,1000000,750000,3650000,2950000,internship,2023-06-25 12:40
BGT06070,USR014,INC01122,-1250000,750000,300000,2300000,2000000,scholarship,2023-08-16 14:44
BGT06322,USR048,INC03025,3100000,1600000,900000,5600000,4700000,salary,23/01/2024 19:33
BGT03126,USR014,INC09543,1600000,800000,550000,3000000,2400000,SCHOLARSHIP,2024-11-14 00:47
BGT00232,USR036,INC02337,1750000,950000,700000,3450000,2700000,freelance,2023-05-19 17:21
BGT07265,USR015,INC05280,950000,500000,450000,1850000,1450000,scholarship,2023-10-27 16:57
BGT06276,USR056,INC08535,4050000,2450000,1150000,7650000,6500000,freelance,
BGT08322,USR042,INC03187,2300000,1450000,500000,4300000,3750000,freelance,2023-06-18 03:58
BGT06576,USR016,INC07728,600000,400000,300000,1350000,1000000,scholarship,2023-06-20 03:23
BGT03486,USR062,INC06340,3650000,1750000,1350000,,5400000,business,2024/01/24 12:26
BGT02185,USR046,INC08945,3500000,2000000rb,1000000,6500000,5500000,salary,
BGT05474,USR025,INC04786,1800000,1100000,1150000,4050000,2900000,allowance,2024-07-11 21:02
BGT09376,USR062,INC00771,1900000,1200000,900000,4000000,3100000,investment_return,2023-04-12 19:56
BGT00402,USR027,INC00907,1500000,850000,300000,2700000,2350000,freelance,2023-02-10 18:45
BGT08393,USR027,INC04171,1100000,650000,400000,2100000,1750000,freelance,2024-07-11 20:17
BGT06078,USR071,INC03668,,2200000,1500000,7050000,5600000,INVESTMENT_RETURN,2024-01-06 11:31
BGT05869,USR008,INC02831,800000,500000,250000,1550000,1300000,scholarship,2023-11-30 11:42
BGT01173,USR012,INC07160,650000,300000,250000,1200000,950000,part_time,2024-06-19 09:15
BGT04460,USR010,INC00289,1500000,850000,,2800000,2350000,part_time,2024-09-16 00:24
BGT05712,USR065,INC01728,4400000,2600000,2600000,9600000,7000000,freelance,2023-05-01 08:53
BGT05057,USR026,INC05373,2400000,1300000,1200000,4900000,3700000,freelance,2024-05-08 09:36
BGT00411,USR026,INC02071,1500000,900000,650000,,2400000,internship,2024-05-03 10:28
BGT00263,USR064,INC06661,3000000,1750000,850000,5600000,4750000,investment_return,2024-09-08 00:54
BGT01093,USR057,INC06536,3350000,2000000,950000,6300000,5350000,salary,2024-09-18 12:04
BGT00230,USR061,INC03904,2800000,1650000,1750000,6200000,4450000,salary,2024-12-26 09:52
BGT05324,USR020,INC04428,1150000,,500000,2500000,1950000,scholarship,2024-01-31 01:21
BGT01290,USR022,INC01413,800000,550000,350000,1700000,1350000,freelance,2023-08-17 17:29
BGT05826,USR049,INC05919,1500000,1000000,550000,3100000,2500000,bonus,2024-11-28 09:01
BGT03193,USR001,INC07932,1050000,550000,400000,1950000.00,1600000,part_time,2024-11-14 21:05
BGT02420,USR031,INC04763,2600000,1650000,750000,5000000,4250000,internship,2023-08-31 03:07
BGT04778,USR028,INC03610,1650000,950000,500000,3100000,2600000,allowance,2023-07-09 05:23
BGT00846,USR042,INC03876,2050000,1150000,700000,3900000,3200000,business,2023-04-09 12:26
BGT07705,USR068,INC09762,4900000,2550000,1950000,9400000,7450000,BONUS,2024-06-18 10:35
BGT01980,USR011,INC06350,850000,600000,450000,1900000,1450000,part_time,2023-09-15 23:24
BGT05621,USR021,INC03461,1550000,850000,400000,2800000,2400000,freelance,2023-03-13 10:44
BGT02840,USR075,INC07779,4150000,2400000,1750000,8300000,6550000,freelance,2023-07-05 20:15
BGT00070,USR005,INC08772,800000,600000,300000,1700000,1450000,scholarship,2024-12-19 20:35
BGT03676,USR075,INC01312,4450000,2550000,1250000,8200000.00,7000000,bonus,2023-06-03 10:40
BGT08590,USR021,INC08364,2050000,1000000,850000,3900000,3050000,internship,2023-03-06 07:05
BGT06311,USR069,INC01373,2000000rb,1350000,1150000,4500000,3350000,freelance,2024-02-24 16:20
BGT01061,USR029,INC08121,2050000,1150000,500000,3750000,3200000,freelance,2024-09-21 04:50
BGT07762,USR025,INC07801,1400000,950000,400000,2750000,2350000,allowance,2024-05-05 21:14
BGT07204,USR054,INC08704,1600000,1200000,700000,3500000,2800000,salary,2023-07-04 18:55
BGT06615,USR015,INC09200,600000,350000,200000,1150000,950000,,2024-11-06 20:15
BGT00286,USR018,INC02538,1200000,750000,500000,,1950000,,2023-05-30 11:12
BGT06450,USR052,INC06963,1700000,1150000,500000,3350000,2850000,salary,2023-12-09 02:35
BGT00486,USR034,INC07460,2600000,1300000,800000,4700000,3900000,part_time,2024-03-06 11:31
BGT05953,USR064,INC06041,4800000,2750000,,8600000,7550000,business,2023-10-18 02:06
BGT06778,USR026,INC08811,1300000,650000,500000,2450000,1950000,freelance,2024-09-10 20:42
BGT03684,USR011,INC06395,850000,500000,250000,1600000,1350000,part_time,2023-07-22 09:27
BGT05052,USR070,INC05236,4650000,2250000,1700000,8600000,6900000,salary,2023-12-30 11:59
BGT02609,USR007,INC00990,1350000,800000,450000,2600000,2150000,allowance,2024-01-26 01:41
BGT07352,USR010,INC09451,650000,400000rb,350000,1400000,1050000,scholarship,2024-02-24 23:29
BGT07369,USR061,INC06617,3300000,1950000,1650000,6900000,5250000,business,2024-02-09 15:35
BGT03375,USR061,INC05763,3800000,1950000,1250000,7050000,5750000,bonus,2023-08-20 12:06
BGT09973,USR057,INC07239,3950000,2350000,850000,7150000,6300000,freelance,2024-01-01 13:10
BGT07216,USR039,INC01314,800000,550000,400000,1750000,1350000,part_time,2024-12-22 06:10
BGT09958,USR017,INC02356,550000,300000,150000,1000000,850000,part_time,2024-03-10 01:38
BGT08088,USR016,INC01232,900000,550000,250000,1650000,1450000,part_time,2023-04-12 14:59
BGT05661,USR073,INC07032,2350000,1650000,1250000,5250000,4000000,investment_return,2024-09-22 13:33
BGT04880,USR002,INC04932,1250000,950000,600000,2750000,2200000,part_time,2024-09-26 14:13
BGT04364,USR041,INC09635,4050000,-2500000,1050000,7650000,6550000,freelance,2024-03-19 23:19
BGT09002,USR040,INC06252,1300000,800000,250000,2350000,2100000,freelance,2024-06-24 00:03
BGT07941,USR072,INC02623,4650000,2700000,1100000,,7350000,bonus,2023-07-07 19:56
BGT07284,USR051,INC04718,4050000,2250000,1650000,7950000,6300000,salary,2023-01-18 04:04
BGT04995,USR042,INC01229,4300000,2500000,850000,7650000,6800000,salary,2024-10-01 06:09
BGT09587,USR018,INC07819,1000000,600000,450000,2000000,1600000,scholarship,2024-12-10 15:48
BGT03217,USR051,INC06242,2550000,1650000,800000,5000000rb,4200000,business,2023-01-07 17:46
BGT02636,USR064,INC04135,2900000,1450000,900000,5250000rb,4350000,salary,2024-01-08 19:31
BGT05115,USR044,INC03331,3500000,2200000,1900000,7600000,5700000,business,2023-10-02 23:42
BGT05318,USR070,INC01573,,2100000,1750000,7250000,5500000,investment_return,2024-01-08 13:15
BGT08993,USR001,INC00194,1300000,750000,800000,2800000,2050000,SCHOLARSHIP,2024-05-11 07:01
BGT04007,USR043,INC06221,2850000,1800000,1550000,6200000,4650000,business,2023-06-05 16:38
BGT04068,USR007,INC00776,700000,400000,300000,1400000,1100000,part_time,2023-06-15 05:31
BGT02104,USR062,INC05334,3650000,2000000,1100000,6750000,5650000,investment_return,2024-06-29 21:52
BGT02953,USR053,INC04398,3350000,2300000,2000000,7600000,5650000,bonus,2023-01-04 07:56
BGT06903,USR022,INC04699,1050000,650000,350000,2100000,1700000,freelance,2023-09-08 21:16
BGT07425,USR071,INC07041,4050000,2500000,,7600000,6550000,salary,2024-12-12 14:21
BGT06157,USR002,INC06248,850000,550000,350000,1750000,1400000,allowance,2024-07-16 11:06
BGT08154,USR034,INC06664,850000,500000,300000,1700000,1350000,,2023-02-06 06:06
BGT06466,USR051,INC00026,2350000,1500000,550000,4400000,3850000,bonus,2024-02-19 02:51
BGT00345,USR051,INC04968,2100000,1100000,,4200000,3200000,business,2024-04-20 22:10
BGT02274,USR041,INC03565,1700000,950000,650000,3300000,2650000,business,2024-01-05 20:54
BGT08842,USR040,INC00973,750000,550000,300000,1550000,1300000,allowance,2023-09-21 07:21
BGT07206,USR032,INC00392,1100000,700000,600000,2400000,1800000,allowance,2024-09-21 20:16
BGT03919,USR032,INC05508,1650000,1000000,750000,3400000.00,2650000,allowance,2024-02-02 07:58
BGT03283,USR001,INC04336,1350000,750000,450000,2550000,2100000,allowance,2023-04-16 12:14
BGT01314,USR052,INC06519,1600000,950000,900000,,2550000,business,2024-09-06 23:16
BGT04029,USR008,INC02510,-1300000,750000,500000,2550000,2050000,allowance,2023-10-25 07:17
BGT09993,USR050,INC06921,1650000,1100000,800000,3550000,2750000,salary,2024-11-17 09:47
BGT04805,USR066,INC05037,2500000,1150000,800000,4500000,3650000,business,2023-11-16 14:57
BGT06521,USR065,INC04870,2450000,1400000,1300000,5150000,3850000,salary,2024-05-23 15:52
BGT04522,USR028,INC00375,1600000,1100000,500000,3200000,2950000,allowance,2023-04-17 22:01
BGT02769,USR030,INC09498,1400000,800000,650000,2900000,2200000,allowance,2023-06-06 18:23
BGT07087,USR053,INC08554,2750000,1800000,,6200000,4550000,freelance,2023-07-07 20:26
BGT05106,USR028,INC02670,2550000,1550000,900000,5000000,4100000,freelance,2023-06-05 17:25
BGT00854,USR027,INC05592,1200000,800000,750000,,1750000,part_time,2024-06-19 20:20
BGT00718,USR055,INC02305,4200000,2300000,1250000,7750000,6500000,bonus,2023-11-23 22:58
BGT07309,USR029,INC08925,900000,,250000,,1450000,allowance,2023-03-21 06:59
BGT02000,USR028,INC06239,750000,550000,300000,1600000,1300000,allowance,2024-02-16 02:05
BGT04485,USR004,INC01491,1150000,750000,550000,2400000,1900000,ALLOWANCE,2023-11-29 01:36
BGT06646,USR062,INC03139,3700000,2500000,1200000,7400000,6200000,freelance,2023-09-10 10:59
BGT06133,USR068,INC06620,3600000,2350000,1900000,7850000,5950000,investment_return,2023-05-23 08:37
BGT06053,USR015,INC00334,950000,600000,400000,1950000,1550000,part_time,2024-10-04 07:38
BGT03021,USR010,INC00755,1550000,900000,550000,,2450000,allowance,2024-03-27 02:02
BGT04539,USR009,INC01936,1000000,700000,550000,2250000,1700000,part_time,2024-10-14 03:40
BGT04122,USR028,INC02410,2450000,1350000,1100000,4900000,3800000,allowance,2023-06-05 03:59
BGT07774,USR059,INC00871,2900000,1700000,700000,5300000,4600000,business,2024/10/07 02:16
BGT08338,USR016,INC03316,700000,400000,350000,1450000,1100000,allowance,2024-03-03 01:15
BGT04744,USR006,INC03042,1550000,950000,500000,3000000,2500000,scholarship,
BGT03295,USR053,INC09107,2950000,2050000,1600000,6600000,5000000,business,2023-09-19 04:16
BGT06885,USR042,INC09940,2150000,1150000,800000,4100000,3300000,freelance,
BGT00754,USR065,INC05221,3950000,2300000,2300000,8550000,6250000,bonus,2023-05-06 12:00
BGT06086,USR044,INC04884,2600000,1700000,1200000,5500000,4300000,business,2024-04-16 10:41
BGT01186,USR009,INC09050,1200000,800000,600000,2600000,2000000,scholarship,2024-07-21 06:37
BGT05423,USR010,INC01595,1350000,950000,600000,2950000,2300000,scholarship,2023-04-01 17:39
BGT09954,USR073,INC09456,4050000,2750000,1800000,8600000,6800000,investment_return,2023-09-08 23:27
BGT01956,USR066,INC01452,2600000,1600000,1450000,5650000,4200000,bonus,2024-02-23 11:13
BGT07950,USR015,INC01194,1350000,750000,350000,2450000,2100000,part_time,2024-07-28 19:38
BGT04302,USR050,INC02056,3450000,1850000,1850000,7150000,5300000,business,2024-11-16 23:47
BGT07124,USR062,INC09288,3700000,2100000,1650000,7450000,5800000,business,2024-04-16 09:05
BGT06942,USR027,INC02582,1450000,950000,750000,3200000,2400000,allowance,2023-10-16 17:52
BGT06685,USR059,INC06452,4100000,2100000,1650000,7850000,6200000,BONUS,2023-12-15 00:25
BGT09864,USR005,INC06981,900000,500000,400000,1800000,1400000,ALLOWANCE,2023-03-07 11:25
BGT04085,USR074,INC07768,2800000,1600000,650000,5050000,4400000,freelance,2024-08-21 01:51
BGT09898,USR012,INC07375,550000,300000,150000,1000000,850000,scholarship,2024-02-04 22:07
BGT06281,USR029,INC01145,1400000,850000,700000,2950000,2250000,internship,2024-05-11 09:12
BGT04273,USR009,INC03987,1100000,700000,400000,2200000,1800000,scholarship,2023-03-01 16:44
BGT04717,USR066,INC03949,4400000,2650000,2750000,9800000,7050000,investment_return,
BGT00608,USR065,INC09910,3000000,1850000,1550000,6400000,4850000,salary,2023-01-23 23:48
BGT06171,USR059,INC09019,1500000,950000,750000rb,,2450000,freelance,2024-12-21 11:45
BGT00157,USR004,INC08063,1200000,800000,400000,2350000,2000000,scholarship,2024-03-02 20:51
BGT06632,USR045,INC03985,2700000,1450000,1250000,5400000,4150000,business,2023-01-22 07:03
BGT01681,USR015,INC09817,,800000,500000,2500000,2000000,scholarship,
BGT02923,USR055,INC08835,1850000,1050000,1200000,4100000,2900000,bonus,2023-01-01 18:24
BGT04788,USR063,INC06385,1900000,1300000,800000,4000000,3200000,freelance,
BGT04428,USR006,INC01612,1500000,850000,400000,2750000,2350000,allowance,2024-11-24 17:43
BGT05789,USR026,INC03129,2300000,1250000,550000,4100000,3550000,allowance,2023-01-10 14:22
BGT05445,USR006,INC09437,1300000,800000,750000,2850000,2100000,part_time,2023-11-22 19:39
BGT03239,USR013,INC08066,1050000,600000,350000,2000000,1650000,,2023-01-26 13:47
BGT05420,USR073,INC03587,2900000,2100000,1600000,6600000,5000000,salary,2024-12-02 20:34
BGT05292,USR002,INC06753,950000,650000,450000,2050000,1600000,scholarship,2024-11-08 08:48
BGT00463,USR028,INC09032,2300000,1400000,1000000,4650000,3700000,freelance,2023-05-11 14:29
BGT04179,USR012,INC06314,1400000,750000,350000,2500000,2150000,part_time,
BGT07359,USR050,INC07686,1500000,950000,800000,3300000,2450000,salary,
BGT03662,USR049,INC04669,3300000,2100000,1900000,7300000,5400000,freelance,2023-12-23 04:26
BGT09327,USR033,INC09686,1250000,700000,500000,2500000,1950000,internship,2023-03-14 06:45
BGT04741,USR074,INC08437,2650000,1550000,1200000,5400000,4200000,bonus,2023-03-28 11:29
BGT00003,USR012,INC08029,550000,350000,250000,1100000,900000,part_time,2023-08-10 08:35
BGT01546,USR041,INC00381,3100000,2050000,1450000,6600000,5150000,salary,
BGT07414,USR036,INC02795,1700000,1050000,800000,3550000,2750000,part_time,2024-05-07 18:33
BGT05929,USR006,INC04844,1350000,850000,350000,2550000,2200000,allowance,2023-01-08 08:40
BGT07218,USR063,INC02072,3700000,2150000,1300000,7150000,5850000,bonus,2024-09-04 03:25
BGT03176,USR013,INC09701,1200000,,550000,2400000,1800000,allowance,2024-12-30 11:54
BGT01597,USR056,INC04811,1750000,900000,800000,3450000,2650000,salary,15/02/2023 03:30
BGT09246,USR024,INC04548,1600000,1000000,950000,3500000,2600000,internship,2024-03-16 03:52
BGT06292,USR039,INC08337,1200000,850000,600000rb,2650000,2050000,freelance,2023/04/23 06:31
BGT07859,USR040,INC07510,1000000,700000,400000,2100000,1700000,allowance,2024-06-11 22:41
BGT01092,USR058,INC03679,3300000,1750000,1200000,6250000,5050000,bonus,2023-08-08 17:38
BGT00883,USR060,INC03478,4100000,2650000,1300000,8000000,6750000,bonus,2024-04-01 21:09
BGT06447,USR006,INC04552,1150000,600000,550000,2300000,1750000,part_time,2023-01-28 05:37
BGT05999,USR020,INC00021,750000,450000,250000,1450000,1200000,part_time,2024-02-16 10:33
BGT09001,USR024,INC05878,2400000,1150000,900000,4450000,3550000,allowance,
BGT06706,USR052,INC01637,1800000,950000,800000,3550000rb,2750000,freelance,2023-12-11 14:33
BGT02218,USR041,INC09466,2100000,1450000,1150000,4700000,3550000,bonus,2024-12-22 10:54
BGT09197,USR060,INC04472,3450000,1700000,1400000,6550000,5150000,salary,25/03/2024 12:45
BGT01484,USR039,INC04906,2350000,1600000,1050000,5000000,3950000,freelance,2024-02-03 03:28
BGT00059,USR040,INC02468,1900000,850000,600000,,2750000,internship,2024-05-09 13:09
BGT06915,USR024,INC00713,2300000,1300000,1200000,4800000,3600000,freelance,2024-12-29 08:54
BGT03664,USR026,INC00669,900000,-650000,400000,1950000,1550000,internship,2024-06-03 15:54
BGT05243,USR005,INC03164,1150000,700000,300000,2150000,1850000,part_time,2023-08-11 08:11
BGT04893,USR036,INC06973,1400000,750000,600000,2750000,2150000,part_time,2023-02-21 21:30
BGT08153,USR044,INC06262,3250000,1850000,2100000,7200000,5100000,business,2023-09-19 13:27
BGT08576,USR011,INC06671,700000,350000,250000,1300000,1050000,allowance,2024-08-22 19:35
BGT06145,USR067,INC00819,3400000,1950000,1350000,6650000,5350000,salary,2023-10-22 09:27
BGT07503,USR061,INC01970,3550000rb,2450000,1250000,7250000,6000000,bonus,2024-12-06 18:20
BGT02111,USR055,INC03808,2700000,1400000,1150000,5250000,4100000,freelance,2023-07-31 15:35
BGT06848,USR049,INC09043,3850000,2500000,1700000,8000000,6350000,business,29/04/2023 13:53
BGT06912,USR017,INC02437,1100000,650000,500000,2250000,1750000,allowance,2023-01-06 15:12
BGT00431,USR042,INC00199,,1100000,900000,4000000,3050000,business,2024-07-17 03:34
BGT00404,USR011,INC04788,850000,400000,300000,1550000,1250000,scholarship,2023-12-28 00:34
BGT09896,USR028,INC04017,1100000,600000,350000,2000000,1700000,freelance,2023-03-24 16:17
BGT08187,USR026,INC05155,1350000,800000,500000,2650000,2150000,part_time,2024-02-07 17:55
BGT06303,USR034,INC01484,,650000,350000,2050000,1700000,part_time,2024-09-18 03:20
BGT05775,USR061,INC06418,5100000,3150000,1350000,9600000,8250000,bonus,2024-11-26 10:08
BGT00217,USR026,INC00479,2050000,1150000,1150000,4350000,3200000,ALLOWANCE,2024-04-01 02:59
BGT07954,USR034,INC07188,1450000,950000,850000,3250000,2400000,internship,2023-07-02 01:19
BGT07344,USR069,INC05006,3000000,1550000,1150000,5650000,4550000,salary,2023-03-31 04:44
BGT08748,USR025,INC03226,850000,600000,300000,1750000,1450000,freelance,2024-05-29 00:38
BGT00115,USR055,INC04631,2950000,1750000,1350000,6050000,4700000,freelance,2023-10-03 08:23
BGT03761,USR046,INC04648,1800000,1250000,950000,4000000,3050000,salary,2023-01-25 16:31
BGT00104,USR063,INC02817,4050000,2150000,2050000,8250000,6200000,freelance,2024-03-06 01:16
BGT00350,USR071,INC09660,1850000rb,1250000,1100000,4200000,3100000,business,2024/12/18 06:45
BGT06031,USR061,INC01848,3100000,,1600000,6900000,5300000,freelance,2023-07-12 09:31
BGT01107,USR050,INC08816,3400000,2000000,1800000,7200000,5400000,bonus,2023-09-03 07:03
BGT06455,USR067,INC03241,3050000,1700000,1000000,5750000,4750000,salary,2024-01-05 21:51
BGT08841,USR053,INC03089,2250000,1350000,1250000,4900000,3600000,salary,2023-07-20 10:52
BGT06719,USR045,INC02763,2850000,1550000,1550000,5950000,4400000,bonus,2024/04/12 21:49
BGT07991,USR074,INC09606,5350000,3150000,1050000,9550000,8500000,bonus,2023-01-10 01:23
BGT07645,USR017,INC01147,-1050000,550000,400000,2050000,1600000,scholarship,2023-10-24 14:07
