rule_id,active,priority,match_type,canonical_merchant,alias_keywords,negative_keywords,category_primary,category_detail,merchant_type,rule_strength,ambiguity_level,validator_action,min_model_confidence_accept,max_model_confidence_override,amount_min,amount_max,amount_action,payment_method_hint,payment_media_hint,source_hint,notes,version
ENTERTAINMENT_APPLE_MUSIC_71,True,85,contains,Apple Music,apple music,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Seeded from uploaded dataset majority label,v3
ENTERTAINMENT_APPLE_TV_72,True,85,contains,Apple TV,Apple TV,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_BIGO_LIVE_73,True,85,contains,Bigo Live,Bigo Live,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_BIOSKOP_ONLINE_74,True,85,contains,Bioskop Online,bioskop online|bioskoponline,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,,v3
ENTERTAINMENT_BOOKMYSHOW_75,True,85,contains,BookMyShow,BookMyShow,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_CATCHPLAY_76,True,85,contains,Catchplay,Catchplay,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_CGV_77,True,85,contains,CGV,CGV|cgv cinema,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_CGV_CINEMAS_78,True,85,contains,CGV Cinemas,cgv cinemas,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Seeded from uploaded dataset majority label,v3
ENTERTAINMENT_CINEMA_XXI_79,True,85,contains,Cinema XXI,Cinema XXI|xxi|21 cineplex,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_CINEPOLIS_80,True,85,contains,Cinepolis,cinepolis,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Seeded from uploaded dataset majority label,v3
ENTERTAINMENT_CODASHOP_81,True,85,contains,Codashop,codashop|codashop indonesia,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_DISNEY_82,True,85,contains,Disney+,disney,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Seeded from uploaded dataset majority label,v3
ENTERTAINMENT_DISNEY_HOTSTAR_83,True,85,contains,Disney+ Hotstar,Disney+ Hotstar|disney hotstar|disney+|hotstar,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_DUFAN_84,True,85,contains,Dufan,dufan|dunia fantasi,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Seeded from uploaded dataset majority label,v3
ENTERTAINMENT_DUNIA_GAMES_85,True,85,contains,Dunia Games,dunia games|duniagames,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_EPIC_GAMES_86,True,85,contains,Epic Games,Epic Games,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_EVENTBRITE_87,True,85,contains,Eventbrite,Eventbrite,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_FLIX_CINEMA_88,True,85,contains,Flix Cinema,Flix Cinema,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_FREE_FIRE_89,True,85,contains,Free Fire,free fire,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Seeded from uploaded dataset majority label,v3
ENTERTAINMENT_FUNWORLD_90,True,85,contains,Funworld,Funworld,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_GARENA_91,True,85,contains,Garena,garena|garena shells,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_GENFLIX_92,True,85,contains,Genflix,Genflix,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_GENSHIN_IMPACT_93,True,85,contains,Genshin Impact,genshin impact,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Seeded from uploaded dataset majority label,v3
ENTERTAINMENT_GOERS_94,True,85,contains,Goers,Goers,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_HBO_GO_97,True,85,contains,HBO Go,hbo go|hbogo|hbo go indonesia|hbo,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_IQIYI_98,True,85,contains,iQIYI,iQIYI,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_ITEMKU_99,True,85,contains,Itemku,Itemku,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_JOOX_100,True,85,contains,JOOX,joox|joox music,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,,v3
ENTERTAINMENT_KARAOKE_101,True,85,contains,Karaoke,Karaoke|inul vizta|happy puppy|nav karaoke|masterpiece karaoke,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_LOKET_102,True,85,contains,Loket,Loket|loket.com,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_MOBILE_LEGENDS_106,True,85,contains,Mobile Legends,mobile legends|mlbb,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Seeded from uploaded dataset majority label,v3
ENTERTAINMENT_MOLA_TV_107,True,85,contains,Mola TV,Mola TV,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_MUSEUM_MACAN_108,True,85,contains,Museum Macan,Museum Macan,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_M_TIX_105,True,85,contains,M-Tix,M-Tix|mtix,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_NINTENDO_ESHOP_110,True,85,contains,Nintendo eShop,nintendo eshop|nintendo e-shop,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Seeded from uploaded dataset majority label,v3
ENTERTAINMENT_NOICE_111,True,85,contains,Noice,noice|noice podcast,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,,v3
ENTERTAINMENT_PLAYSTATION_STORE_112,True,85,contains,PlayStation Store,playstation store|ps store,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Seeded from uploaded dataset majority label,v3
ENTERTAINMENT_PRIME_VIDEO_113,True,85,contains,Prime Video,prime video|amazon prime video|primevideo,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_PUBG_MOBILE_114,True,85,contains,PUBG Mobile,pubg mobile,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Seeded from uploaded dataset majority label,v3
ENTERTAINMENT_RAGUNAN_115,True,85,contains,Ragunan,Ragunan,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_RESSO_116,True,85,contains,Resso,resso|resso music,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,,v3
ENTERTAINMENT_RIOT_GAMES_117,True,85,contains,Riot Games,Riot Games|valorant,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_ROBLOX_118,True,85,contains,Roblox,roblox,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Seeded from uploaded dataset majority label,v3
ENTERTAINMENT_SEA_WORLD_119,True,85,contains,Sea World,Sea World|seaworld,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_STEAM_121,True,85,contains,Steam,steam|steam games,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Seeded from uploaded dataset majority label,v3
ENTERTAINMENT_TAMAN_SAFARI_122,True,85,contains,Taman Safari,Taman Safari,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_TIKTOK_COINS_123,True,85,contains,TikTok Coins,tiktok coins|tiktok coin,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_TIMEZONE_124,True,85,contains,Timezone,timezone,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Seeded from uploaded dataset majority label,v3
ENTERTAINMENT_TIX_ID_125,True,85,contains,TIX ID,tix id|tixid|tix id cinema,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_UNIPIN_126,True,85,contains,UniPin,unipin|unipin voucher,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_VALORANT_127,True,85,contains,Valorant,valorant,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Seeded from uploaded dataset majority label,v3
ENTERTAINMENT_VIDIO_128,True,85,contains,Vidio,vidio,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Seeded from uploaded dataset majority label,v3
ENTERTAINMENT_VIU_129,True,85,contains,Viu,viu|viu indonesia,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_WETV_130,True,85,contains,WeTV,wetv,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Seeded from uploaded dataset majority label,v3
ENTERTAINMENT_XBOX_GAME_PASS_131,True,85,contains,Xbox Game Pass,xbox game pass,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Seeded from uploaded dataset majority label,v3
ENTERTAINMENT_XBOX_STORE_132,True,85,contains,Xbox Store,Xbox Store,,Wants,entertainment,Entertainment / Streaming / Games / Events,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Expanded entertainment seed.,v3
ENTERTAINMENT_XXI_CINEMA_133,True,85,contains,XXI Cinema,xxi cinema,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Seeded from uploaded dataset majority label,v3
ENTERTAINMENT_YOUTUBE_PREMIUM_134,True,85,contains,YouTube Premium,youtube premium|yt premium,,Wants,entertainment,Entertainment / Games / Streaming,strong,low,override_if_model_low_confidence,0.75,0.85,6750.0,296250.0,warning,,,,Seeded from uploaded dataset majority label,v3
FOOD_ABUBA_STEAK_136,True,85,contains,Abuba Steak,Abuba Steak|abuba,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_AYAM_BAKAR_WONG_SOLO_138,True,85,contains,Ayam Bakar Wong Solo,Ayam Bakar Wong Solo|wong solo,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_AYAM_GEPREK_139,True,85,contains,Ayam Geprek,ayam geprek,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Seeded from uploaded dataset majority label,v3
FOOD_AYAM_GEPREK_BENSU_140,True,85,contains,Ayam Geprek Bensu,Ayam Geprek Bensu|geprek bensu,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_AYAM_GORENG_SUHARTI_141,True,85,contains,Ayam Goreng Suharti,ayam goreng suharti|suharti,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_AYAM_KEPRABON_142,True,85,contains,Ayam Keprabon,ayam keprabon|keprabon,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_AYAM_PENYET_RIA_143,True,85,contains,Ayam Penyet Ria,Ayam Penyet Ria,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_A_W_135,True,85,contains,A&W,a and w|aandw|A&W,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Seeded from uploaded dataset majority label,v3
FOOD_BAKMI_GAJAH_MADA_144,True,85,contains,Bakmi Gajah Mada,Bakmi Gajah Mada|gajah mada noodle,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_BAKMI_GM_145,True,85,contains,Bakmi GM,bakmi gm,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Seeded from uploaded dataset majority label,v3
FOOD_BAKMI_NAGA_146,True,85,contains,Bakmi Naga,bakmi naga|bakmi naga resto,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_BAKSO_147,True,85,contains,Bakso,bakso,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Seeded from uploaded dataset majority label,v3
FOOD_BAKSO_BOEDJANGAN_148,True,85,contains,Bakso Boedjangan,bakso boedjangan|boedjangan,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,,v3
FOOD_BASKIN_ROBBINS_149,True,85,contains,Baskin Robbins,Baskin Robbins,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_BATAGOR_150,True,85,contains,Batagor,Batagor,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_BEARD_PAPA_151,True,85,contains,Beard Papa,Beard Papa,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_BEBEK_GORENG_H_SLAMET_152,True,85,contains,Bebek Goreng H Slamet,Bebek Goreng H Slamet|bebek slamet,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_BEBEK_KALEYO_153,True,85,contains,Bebek Kaleyo,bebek kaleyo|kaleyo,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_BEBEK_TEPI_SAWAH_154,True,85,contains,Bebek Tepi Sawah,Bebek Tepi Sawah,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_BREADLIFE_155,True,85,contains,BreadLife,BreadLife,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_BREADTALK_156,True,85,contains,BreadTalk,breadtalk|bread talk,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_BUBUR_AYAM_157,True,85,contains,Bubur Ayam,Bubur Ayam,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_BURGER_KING_158,True,85,contains,Burger King,burger king|bk,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Seeded from uploaded dataset majority label,v3
FOOD_BURGREENS_159,True,85,contains,Burgreens,Burgreens,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_CARL_S_JR_160,True,85,contains,Carl’s Jr,carl s jr|carls jr|carl jr,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,,v3
FOOD_CFC_161,True,85,contains,CFC,cfc,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Seeded from uploaded dataset majority label,v3
FOOD_CHATIME_162,True,85,contains,Chatime,chatime,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Seeded from uploaded dataset majority label,v3
FOOD_CILOK_163,True,85,contains,Cilok,Cilok,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_COLD_STONE_164,True,85,contains,Cold Stone,Cold Stone,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_COMMON_GROUNDS_165,True,85,contains,Common Grounds,Common Grounds,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_DAILYBOX_166,True,85,contains,Dailybox,Dailybox,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_DAPUR_COKELAT_167,True,85,contains,Dapur Cokelat,dapur cokelat|dapur coklat,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_DCREPES_168,True,85,contains,Dcrepes,dcrepes|d crepes,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,,v3
FOOD_DIMSUM_169,True,85,contains,Dimsum,Dimsum,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_DIN_TAI_FUNG_170,True,85,contains,Din Tai Fung,Din Tai Fung,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_DOMINOS_PIZZA_172,True,85,contains,Dominos Pizza,dominos pizza|domino|dominos|domino pizza,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Seeded from uploaded dataset majority label,v3
FOOD_DONER_KEBAB_173,True,85,contains,Doner Kebab,Doner Kebab,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_DUM_DUM_THAI_TEA_174,True,85,contains,Dum Dum Thai Tea,Dum Dum Thai Tea|dum dum|dumdum thai tea,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_DUNKIN_DONUTS_175,True,85,contains,Dunkin Donuts,dunkin donuts|dunkin,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Seeded from uploaded dataset majority label,v3
FOOD_D_CREPES_176,True,85,contains,D’Crepes,D’Crepes|d crepes|dcrepes,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_ES_TEH_INDONESIA_177,True,85,contains,Es Teh Indonesia,es teh indonesia,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Seeded from uploaded dataset majority label,v3
FOOD_FORESTHREE_181,True,85,contains,Foresthree,Foresthree,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_FRANCIS_ARTISAN_BAKERY_182,True,85,contains,Francis Artisan Bakery,Francis Artisan Bakery|francis bakery,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_GADO_GADO_183,True,85,contains,Gado Gado,Gado Gado|gado-gado,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_GARUDA_PADANG_184,True,85,contains,Garuda Padang,Garuda Padang|restoran garuda,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_GENKI_SUSHI_185,True,85,contains,Genki Sushi,genki sushi|genki,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Expanded Indonesia merchant seed. Cafe/kopi/coffee and restaurant terms are mapped to food.,v3
FOOD_GEPREK_BENSU_186,True,85,contains,Geprek Bensu,geprek bensu,,Needs,food,Food & Beverage,strong,low,override_if_model_low_confidence,0.75,0.85,4250.0,179250.0,warning,,,,Seeded from uploaded dataset majority label,v3
